1,13,1,1,22,0,0,0.00029086,2.2737e-12,0,85,22.906,4.4398e-09,0.48132,1.1064e-06,0.00153,1.0809e-05,5153.7,2.52e+05,1.3039e-08,1.1659,6.333e-08,0.95989,171.88,0.5006,-7.9325e-09,4.2716e-10,1,1721,0,2,0,8.3819e-09,85,2.592e+05,1721,2.52e+05,1.0411e+09
2,13,1,2,0,0,0,0.00041339,1.3642e-12,0,39,14.75,4.7995e-09,2.5231,8.4564e-07,0.011816,1.1517e-05,5153.6,2.592e+05,-2.1793e-07,1.1474,-1.2852e-07,0.93842,141.59,-2.6985,-8.0153e-09,4.6466e-10,1,1721,0,2,0,-1.7695e-08,39,2.592e+05,1721,2.592e+05,1.0411e+09
3,13,1,2,0,0,0,0.00014961,5.1159e-12,0,52,-101.56,4.9448e-09,2.6855,-5.2452e-06,0.015927,6.6888e-06,5153.7,2.592e+05,1.3597e-07,-0.019702,-1.5646e-07,0.9335,233.25,1.2619,-8.1082e-09,-2.2537e-10,1,1721,0,2,0,-4.6566e-09,52,2.592e+05,1721,2.592e+05,1.0411e+09
4,13,1,2,0,0,0,9.2661e-05,1.1141e-11,0,70,22.969,4.9273e-09,-0.48674,1.3877e-06,0.010414,1.0746e-05,5153.7,2.592e+05,9.3132e-09,1.164,1.6205e-07,0.93745,160.59,0.94967,-8.3553e-09,4.6145e-10,1,1721,0,2,0,-6.5193e-09,70,2.592e+05,1721,2.592e+05,1.0411e+09
5,13,1,2,0,0,0,-0.00037624,-2.16e-12,0,77,20.063,5.2302e-09,-1.7222,7.8976e-07,0.003176,5.0683e-06,5153.8,2.592e+05,2.4214e-08,2.2122,-5.9605e-08,0.94925,273.22,0.31016,-8.4311e-09,1.4536e-10,1,1721,0,2,0,-1.0245e-08,77,2.592e+05,1721,2.592e+05,1.0411e+09
6,13,1,1,23,59,44,0.00040348,-1.3529e-11,0,6,-92.219,4.8366e-09,-1.7016,-4.7814e-06,0.0075604,7.9032e-06,5153.7,2.5918e+05,-1.2666e-07,0.058609,-7.2643e-08,0.94023,217.81,-0.39891,-8.3075e-09,-9.4647e-11,1,1721,0,2,0,-5.1223e-09,6,2.592e+05,1721,2.5918e+05,1.0411e+09
7,13,1,2,0,0,0,0.00016404,4.4338e-12,0,63,77.594,4.157e-09,1.1311,4.1686e-06,0.0060512,8.5887e-06,5153.7,2.592e+05,1.8626e-08,-1.9568,6.8918e-08,0.97569,220.47,-2.9218,-7.9646e-09,5.5002e-11,1,1721,0,2,0,-1.1176e-08,63,2.592e+05,1721,2.592e+05,1.0411e+09
8,13,1,2,0,0,0,3.7574e-06,2.2737e-13,0,77,81.438,3.6598e-09,0.53974,4.2766e-06,0.012713,8.2813e-06,5153.6,2.592e+05,1.1921e-07,-1.8687,1.8068e-07,0.99815,235.78,-2.8869,-7.8253e-09,1.125e-10,1,1721,0,2.8,0,-4.191e-09,77,2.592e+05,1721,2.592e+05,1.0411e+09
9,13,1,1,18,0,0,0.00021069,2.6148e-12,0,114,81.563,3.7084e-09,-2.2493,4.2897e-06,0.017047,8.3409e-06,5152.8,2.376e+05,2.5891e-07,-1.9808,1.4156e-07,0.98438,230.31,1.6355,-7.4978e-09,1.3465e-10,1,1721,0,2.8,0,-5.5879e-09,114,0,1721,2.376e+05,1.0411e+09
10,13,1,1,23,59,44,-6.4549e-05,-1.4779e-12,0,52,18.313,5.3206e-09,-1.3692,1.0375e-06,0.012216,4.5523e-06,5153.7,2.5918e+05,2.8871e-07,2.2325,-3.3528e-08,0.94411,277.34,0.78681,-8.4486e-09,1.175e-10,1,1721,0,2,0,-2.794e-09,52,2.592e+05,1721,2.5918e+05,1.0411e+09
11,13,1,1,21,59,44,-0.00033926,-3.7517e-12,0,30,-9.625,6.0767e-09,0.27946,-5.4389e-07,0.013807,1.1038e-05,5153.7,2.5198e+05,-2.1979e-07,0.87972,1.397e-07,0.8885,130.97,1.1355,-8.9036e-09,2.1822e-10,1,1721,0,2,0,-1.1642e-08,30,2.592e+05,1721,2.5198e+05,1.0411e+09
12,13,1,1,20,0,0,0.00011006,2.0464e-12,0,44,-12.844,4.1984e-09,-1.2436,-5.9418e-07,0.0041322,3.2224e-06,5153.6,2.448e+05,1.4901e-08,-0.89844,-8.3819e-08,0.98238,330.03,0.13804,-8.1282e-09,5.5717e-11,1,1721,0,2,0,-1.2107e-08,44,0,1721,2.448e+05,1.0411e+09
13,13,1,2,0,0,0,0.00015569,-2.8422e-12,0,25,1.9375,4.0512e-09,-2.7237,1.4529e-07,0.0048704,9.7025e-06,5153.6,2.592e+05,1.8626e-09,-2.9249,1.0617e-07,0.98362,205.28,2.0684,-7.6485e-09,-3.418e-10,1,1721,0,2,0,-1.1176e-08,25,2.592e+05,1721,2.592e+05,1.0411e+09
14,13,1,1,20,0,0,0.00021905,4.5475e-13,0,37,-4.4688,4.0959e-09,1.6197,-3.4459e-07,0.0067366,9.8143e-06,5153.7,2.448e+05,-1.5832e-07,-2.953,-7.6368e-08,0.97636,200.78,-2.0173,-7.8014e-09,-4.6145e-10,1,1721,0,2,0,-8.8476e-09,37,0,1721,2.448e+05,1.0411e+09
15,13,1,1,16,0,0,-0.00010388,-1.1369e-12,0,77,-8.5313,4.8466e-09,-0.92189,-5.0291e-07,0.0051769,9.181e-06,5153.7,2.304e+05,8.3819e-08,-3.0479,-6.7055e-08,0.94304,194.09,0.097738,-8.1621e-09,-5.0824e-10,1,1721,0,2,0,-1.0245e-08,77,0,1721,2.304e+05,1.0411e+09
16,13,1,2,0,0,0,-0.00025142,-3.4106e-13,0,56,-11.219,4.2112e-09,-1.398,-5.7928e-07,0.0067725,3.3155e-06,5153.6,2.592e+05,1.8626e-09,-0.88026,-7.2643e-08,0.98313,328.28,0.02717,-8.1411e-09,5.7502e-11,1,1721,0,2,0,-9.7789e-09,56,2.592e+05,1721,2.592e+05,1.0411e+09
17,13,1,1,20,0,0,6.3803e-05,-3.5243e-12,0,115,-104.91,4.2655e-09,1.8145,-5.3607e-06,0.0079528,8.6837e-06,5153.8,2.448e+05,-1.5646e-07,0.158,-8.9407e-08,0.96476,213.47,-2.2661,-8.0275e-09,-1.4108e-10,1,1721,0,2.8,0,-1.071e-08,115,0,1721,2.448e+05,1.0411e+09
18,13,1,1,18,0,0,0.00023228,1.819e-12,0,23,11.469,5.6642e-09,2.256,3.7253e-07,0.013636,4.6212e-06,5153.7,2.376e+05,-5.5879e-09,2.2181,-3.092e-07,0.92789,273.16,-2.1318,-8.5029e-09,-1.9644e-11,1,1721,0,2,0,-1.071e-08,23,0,1721,2.376e+05,1.0411e+09
19,13,1,2,0,0,0,-0.00033618,-3.2969e-12,0,86,-87.281,4.2598e-09,-3.0911,-4.502e-06,0.0087818,9.0841e-06,5153.7,2.592e+05,-1.0617e-07,0.21023,-3.3528e-08,0.96203,205.75,0.27497,-7.8489e-09,-1.2643e-10,1,1721,0,2,0,-1.4435e-08,86,2.592e+05,1721,2.592e+05,1.0411e+09
20,13,1,2,0,0,0,7.8508e-05,1.3642e-12,0,98,25.563,5.7463e-09,-0.30951,1.274e-06,0.0054401,4.8522e-06,5153.6,2.592e+05,-1.1176e-08,2.1643,7.4506e-08,0.9285,273.91,1.281,-8.7704e-09,1.1536e-10,1,1721,0,2.8,0,-7.9162e-09,98,2.592e+05,1721,2.592e+05,1.0411e+09
21,13,1,1,18,0,0,-0.00027196,-2.3874e-12,0,63,27.594,5.0249e-09,-2.9206,1.1045e-06,0.019592,1.0815e-05,5153.8,2.376e+05,1.4342e-07,1.1688,-2.5891e-07,0.9312,153.13,-2.1915,-7.9293e-09,5.0181e-10,1,1721,0,2,0,-1.1176e-08,63,0,1721,2.376e+05,1.0411e+09
22,13,1,1,19,59,44,0.00015475,9.0949e-13,0,32,15.719,5.7702e-09,2.6295,7.8417e-07,0.0061477,4.5486e-06,5153.7,2.4478e+05,5.7742e-08,2.2209,-8.7544e-08,0.92563,274.16,-2.024,-8.5825e-09,-2.5001e-12,1,1721,0,2,0,-1.7229e-08,32,0,1721,2.4478e+05,1.0411e+09
23,13,1,2,0,0,0,0.0001281,-3.7517e-12,0,79,-11.156,4.6073e-09,2.7775,-5.6438e-07,0.0081369,9.1996e-06,5153.8,2.592e+05,-1.4529e-07,-3.0092,-3.1665e-08,0.9579,203.06,-2.9171,-7.9189e-09,-3.7716e-10,1,1721,0,2,0,-2.0489e-08,79,2.592e+05,1721,2.592e+05,1.0411e+09
